agente,f_desde,f_hasta,zona,produccion,cartera,canal
407,03/05/99,05/05/10,Galicia,21912.78,287858.3,PropiaParticulares
408,01/04/00,05/05/10,Andalucía,51123.42,285429.64,PropiaParticulares
409,16/01/10,05/05/10,Este,33370.53,283230.77,Corredor
410,01/05/08,05/05/10,Canarias,14977.85,283175.33,Agente
411,19/02/10,05/05/10,Este,11314.53,280821.42,Agente
412,01/12/02,05/05/10,Norte,24735.09,280380.36,Oficina
413,01/12/03,05/05/10,Centro,46557,280186.21,PropiaParticulares
414,16/01/10,05/05/10,Galicia,10034.15,279704.99,Corredor
415,20/04/10,05/05/10,Andalucía,32646.28,275899.9,PropiaParticulares
416,16/12/09,05/05/10,Galicia,57689.31,273973.04,PropiaParticulares
417,09/03/10,05/05/10,Este,43895.07,273737.24,Agente
418,01/10/05,05/05/10,Centro,63994.09,272192.63,PropiaParticulares
419,06/08/09,05/05/10,Centro,9696.89,271356.88,Agente
420,16/01/10,05/05/10,Este,10965.53,265675.63,Oficina
421,05/12/09,05/05/10,Norte,19411.22,264859.4,PropiaParticulares
422,01/01/03,05/05/10,Castilla,9623.95,264299.27,Corredor
423,01/01/95,05/05/10,Centro,2118.11,260355.38,Agente
424,05/05/03,05/05/10,Andalucía,28489.07,259699.79,Oficina
425,16/01/10,05/05/10,Andalucía,18421.96,258550.01,PropiaParticulares
426,16/01/10,05/05/10,Andalucía,20959.54,258395.61,PropiaParticulares
427,01/01/06,05/05/10,Centro,72576.14,258294.77,PropiaParticulares
428,01/05/97,05/05/10,Andalucía,49856.86,257824.73,PropiaParticulares
429,01/06/07,05/05/10,Norte,28540.32,256397.63,Oficina
430,13/04/10,05/05/10,Centro,95027.9,255815.41,Corredor
431,01/12/05,05/05/10,Centro,56761.45,254702.86,PropiaParticulares
432,01/10/00,05/05/10,Este,60738.28,253998.24,Agente
433,02/01/08,05/05/10,Andalucía,48219.85,253171.03,Corredor
434,01/07/02,05/05/10,Norte,37182.53,250453.32,PropiaParticulares
435,23/01/10,05/05/10,Andalucía,615.24,249804.67,PropiaParticulares
436,01/11/03,05/05/10,Castilla,50169.97,249397.03,PropiaParticulares
437,20/01/10,05/05/10,Norte,70767.8,248797.68,PropiaParticulares
438,01/11/96,05/05/10,Este,27304.47,248088.82,PropiaParticulares
439,15/01/10,05/05/10,Este,64311.57,247395.06,PropiaParticulares
440,15/01/10,05/05/10,Andalucía,18744.33,245891.28,PropiaParticulares
441,01/06/07,05/05/10,Este,3963.44,240702.43,Agente
442,14/05/09,05/05/10,Castilla,36153.95,240093.08,PropiaParticulares
443,07/04/10,05/05/10,Norte,11676.07,239857.8,Corredor
444,01/04/05,05/05/10,Este,30511.98,239244.92,PropiaParticulares
445,16/01/10,05/05/10,Andalucía,26509.15,239092.26,PropiaParticulares
446,01/02/03,05/05/10,Centro,9803.16,238974.95,Corredor
447,01/10/03,05/05/10,Andalucía,34835.92,237880.16,PropiaParticulares
448,15/01/10,05/05/10,Andalucía,33485.81,235396.62,PropiaParticulares
449,17/04/10,05/05/10,Galicia,33031.54,235069.69,PropiaParticulares
450,01/07/01,05/05/10,Canarias,42258.51,233427.76,PropiaEmpresas
451,18/05/01,05/05/10,Castilla,50421.6,232844.97,Oficina
452,01/02/02,05/05/10,Norte,40104.52,232193.33,PropiaParticulares
453,01/03/99,05/05/10,Este,51161.12,232010.97,PropiaParticulares
454,23/03/10,05/05/10,Andalucía,17494.94,231926.68,PropiaParticulares
455,01/10/99,05/05/10,Galicia,26499.43,231758.98,PropiaParticulares
456,01/07/98,05/05/10,Este,13010.85,231687.37,Agente
457,20/04/10,05/05/10,Andalucía,34605.46,226523.73,PropiaParticulares
458,01/03/99,05/05/10,Centro,3894.53,226367.62,Corredor
459,15/01/10,05/05/10,Centro,22689.94,225800.63,PropiaParticulares
460,01/03/08,05/05/10,Centro,83433.74,224549.16,PropiaParticulares
461,15/01/10,05/05/10,Andalucía,57234.38,224132.5,Oficina
462,23/12/09,05/05/10,Este,89617.8,223589.24,PropiaEmpresas
463,08/01/10,05/05/10,Centro,25751.45,222151.79,Corredor
464,01/11/04,05/05/10,Galicia,43201.31,221320.24,PropiaParticulares
465,15/09/97,05/05/10,Norte,6891.19,219854.04,Agente
466,20/04/10,05/05/10,Andalucía,12970.68,217376.44,PropiaParticulares
467,01/04/06,05/05/10,Norte,43881.4,216776.9,PropiaParticulares
468,01/12/03,05/05/10,Este,33649.52,215714.17,Agente
469,25/03/10,05/05/10,Galicia,49619.15,214805.28,PropiaParticulares
470,01/02/93,05/05/10,Centro,12324.94,214551.15,Corredor
471,01/09/03,05/05/10,Galicia,40824.94,213639.98,PropiaParticulares
472,25/03/10,05/05/10,Andalucía,58044.29,213092.36,PropiaParticulares
473,21/04/10,05/05/10,Andalucía,19423.53,212886.91,PropiaParticulares
474,01/11/05,05/05/10,Galicia,58047.69,212284.48,PropiaParticulares
475,01/03/03,05/05/10,Centro,5660.47,211944.18,Corredor
476,01/06/05,05/05/10,Andalucía,20220.9,211715.87,Corredor
477,27/03/08,05/05/10,Norte,32870.34,210234.08,Oficina
478,07/04/10,05/05/10,Norte,19829.33,209788.5,Corredor
479,01/06/98,05/05/10,Este,735.06,209657.35,Agente
480,31/10/09,05/05/10,Andalucía,18854.17,209536.74,Oficina
481,01/04/06,05/05/10,Norte,56060.95,209168.74,PropiaParticulares
482,14/06/04,05/05/10,Este,36741.47,206288.43,PropiaParticulares
483,01/08/05,05/05/10,Este,15619.63,205493.32,Oficina
484,01/05/98,05/05/10,Galicia,26951.72,204907.8,PropiaParticulares
485,16/02/10,05/05/10,Centro,16906.02,204343.63,Agente
486,01/05/06,05/05/10,Centro,32213.42,204084.69,Corredor
487,29/12/09,05/05/10,Galicia,48701.54,202237.62,PropiaParticulares
488,01/12/00,05/05/10,Norte,45352.46,201762.03,PropiaParticulares
489,01/04/02,05/05/10,Este,24785.74,199603.85,Agente
490,07/07/04,05/05/10,Este,29638.46,198769.07,PropiaParticulares
491,15/01/10,05/05/10,Andalucía,47711.81,198121.63,PropiaParticulares
492,23/04/09,05/05/10,Andalucía,31773.07,197704.31,Agente
493,13/04/10,05/05/10,SSCC,68488.29,196238,Corredor
494,06/04/10,05/05/10,Canarias,42356.03,193018.49,PropiaParticulares
495,01/02/07,05/05/10,Este,4135.37,191857.48,Corredor
496,21/01/10,05/05/10,Este,30718.78,191303.69,PropiaParticulares
497,01/11/05,05/05/10,Andalucía,29277.24,191233.46,PropiaParticulares
498,07/04/10,05/05/10,Norte,177.25,190784.72,Agente
499,01/10/99,05/05/10,Galicia,16715.71,187252.49,PropiaParticulares
500,10/07/04,05/05/10,Este,36605.68,186578.35,PropiaParticulares
501,12/03/07,05/05/10,Este,87628.94,184425.06,PropiaParticulares
502,01/09/04,05/05/10,Andalucía,23452.59,184179.48,Corredor
503,01/10/01,05/05/10,Galicia,25170.43,183006.44,PropiaParticulares
504,01/04/01,05/05/10,Norte,51233.67,182330.91,Corredor
505,08/12/09,05/05/10,Andalucía,2293.49,182280.66,Oficina
506,01/01/80,05/05/10,Centro,49712.25,182199,Corredor
507,12/03/07,05/05/10,Galicia,43916.25,181400.03,PropiaParticulares
508,30/12/09,05/05/10,Andalucía,23494.25,181284.12,Oficina
509,17/04/10,05/05/10,Este,22174.61,181119.55,PropiaParticulares
510,01/03/05,05/05/10,Andalucía,65137.19,180916.35,PropiaParticulares
511,18/06/07,05/05/10,Canarias,43449.38,180210.74,Corredor
512,01/04/06,05/05/10,Andalucía,20823.79,178966.36,Agente
513,01/06/98,05/05/10,Este,26776.09,178958.92,Oficina
514,01/02/09,05/05/10,Andalucía,11558.19,178485.04,Agente
515,01/10/95,05/05/10,Norte,10840.94,175395.67,Agente
516,03/05/01,05/05/10,Andalucía,24447.74,174960.98,PropiaParticulares
517,01/01/04,05/05/10,Canarias,21084.94,173009.2,PropiaParticulares
518,15/01/10,05/05/10,Centro,1678.12,172580.48,Agente
519,01/11/05,05/05/10,Castilla,44059.14,171676.6,PropiaParticulares
520,07/04/10,05/05/10,Norte,59695.55,171181.56,PropiaParticulares
521,16/10/97,05/05/10,Galicia,36961.87,169014.59,PropiaParticulares
522,11/02/10,05/05/10,Castilla,8986.35,168716.02,Corredor
523,05/12/09,05/05/10,Este,32100.66,168710,Oficina
524,21/01/10,05/05/10,Andalucía,30744.97,168424.32,PropiaParticulares
525,01/11/95,05/05/10,Andalucía,24014.36,167647.33,Corredor
526,01/09/05,05/05/10,Canarias,45611.68,167314.31,PropiaParticulares
527,01/05/96,05/05/10,Andalucía,0,164901.76,Agente
528,01/12/02,05/05/10,Centro,1457.41,164175.1,Agente
529,15/01/10,05/05/10,Andalucía,52444.49,163061.35,PropiaParticulares
530,01/08/06,05/05/10,Andalucía,33440.01,162796.34,PropiaParticulares
531,01/01/98,05/05/10,Andalucía,2714.14,162299.72,Agente
532,15/07/07,05/05/10,Galicia,10873.41,161393.82,Oficina
533,01/12/99,05/05/10,Andalucía,18070.41,160745.09,Oficina
534,23/03/10,05/05/10,Este,17066.91,160680.46,Corredor
535,01/07/02,05/05/10,Este,20547.65,159368.92,PropiaParticulares
536,03/05/07,05/05/10,Este,37367.94,158754.12,PropiaParticulares
537,15/11/03,05/05/10,Galicia,27825.04,158720.49,PropiaParticulares
538,25/07/09,05/05/10,Centro,3414.01,158497.03,Agente
539,01/10/00,05/05/10,Este,15368.75,157865.49,Agente
540,20/02/10,05/05/10,Este,55149.09,157772.82,PropiaParticulares
541,01/11/99,05/05/10,Norte,26396.49,155314.66,Oficina
542,03/05/07,05/05/10,Este,27773,154775.99,PropiaParticulares
543,15/01/00,05/05/10,Norte,34193.35,154748.17,Agente
544,15/01/10,05/05/10,Andalucía,7605.26,154035.42,PropiaParticulares
545,15/01/08,05/05/10,Centro,19132.55,153997.62,Corredor
546,15/01/10,05/05/10,Andalucía,90244.21,152532.3,PropiaParticulares
547,01/01/95,05/05/10,Centro,6318.61,151687.56,Agente
548,15/01/10,05/05/10,Canarias,29549.9,151280.34,Agente
549,16/01/10,05/05/10,Andalucía,18011.73,150997.54,PropiaParticulares
550,07/04/10,05/05/10,Norte,1556.37,150943.18,Agente
551,16/01/10,05/05/10,Andalucía,19703.55,150351.26,PropiaParticulares
552,01/12/03,05/05/10,Este,23885.98,150327.64,Agente
553,27/05/09,05/05/10,Este,33489.84,149232.02,PropiaParticulares
554,15/01/10,05/05/10,Andalucía,22264.54,149097.22,Agente
555,16/05/09,05/05/10,Este,12884.38,147740.48,Corredor
556,28/01/08,05/05/10,Centro,55319.98,147520.76,PropiaParticulares
557,01/04/01,05/05/10,Andalucía,1184.54,147111.94,Agente
558,01/03/01,05/05/10,Centro,1907.63,147071.59,Agente
559,01/10/00,05/05/10,Andalucía,1764.54,147040.35,Agente
560,01/03/08,05/05/10,Centro,36756.64,146114.77,PropiaParticulares
561,01/02/05,05/05/10,Centro,1693.31,145920.4,Agente
562,01/11/04,05/05/10,Este,43491.13,145827.3,PropiaParticulares
563,07/04/10,05/05/10,Norte,20020.8,145200,Corredor
564,01/09/02,05/05/10,Centro,11762.69,145002.69,Corredor
565,01/02/00,05/05/10,Este,49969,144377.19,Corredor
566,03/05/04,05/05/10,Norte,1434.65,143099.4,Corredor
567,14/04/10,05/05/10,Galicia,47165.16,143004.23,Oficina
568,01/03/06,05/05/10,Norte,15655.19,142266.51,PropiaParticulares
569,01/10/01,05/05/10,Andalucía,11290.37,142266.14,PropiaParticulares
570,01/08/01,05/05/10,Este,17054.47,140535.99,Oficina
571,01/04/04,05/05/10,Andalucía,2663.56,140401.23,Agente
572,01/03/06,05/05/10,Centro,4968.48,140234.38,Corredor
573,07/04/10,05/05/10,Norte,30281.23,140173.52,Corredor
574,15/04/08,05/05/10,Centro,77975,140154.14,PropiaParticulares
575,07/04/10,05/05/10,Centro,1878.84,139341.64,Agente
576,17/07/09,05/05/10,Centro,0,137917.92,Agente
577,16/01/10,05/05/10,Este,32531.87,137425.22,PropiaParticulares
578,19/09/08,05/05/10,Centro,101092.31,134769.07,PropiaParticulares
579,01/04/03,05/05/10,Andalucía,40477.16,133411.45,Corredor
580,01/11/97,05/05/10,Centro,2257.91,133381.53,Agente
581,01/04/03,05/05/10,Norte,98090.42,133269.38,Corredor
582,19/04/95,05/05/10,Castilla,6663.7,133162.13,Oficina
583,01/07/08,05/05/10,Centro,25108.08,133033.22,Agente
584,30/11/95,05/05/10,Castilla,19837.1,132168.66,Oficina
585,14/04/09,05/05/10,Centro,129763.16,131688.94,Corredor
586,21/04/10,05/05/10,Este,12010.33,131361.17,Agente
587,01/12/09,05/05/10,Galicia,13907.1,130428.52,Corredor
588,01/06/07,05/05/10,Norte,33376.01,129836.35,PropiaParticulares
589,15/01/10,05/05/10,Galicia,13759.48,128915.69,Agente
590,01/07/00,05/05/10,Este,30832.28,128657.79,Oficina
591,15/01/10,05/05/10,Centro,18320.1,128246.56,Agente
592,01/08/06,05/05/10,Este,14595.79,126874.33,PropiaParticulares
593,01/04/05,05/05/10,Andalucía,34049.8,126759.67,PropiaEmpresas
594,12/03/07,05/05/10,Andalucía,19181.19,126531.87,PropiaParticulares
595,20/04/10,05/05/10,Andalucía,41213.71,126528.4,PropiaParticulares
596,01/08/09,05/05/10,Centro,43962.92,126134.33,Corredor
597,08/09/09,05/05/10,Norte,11441.25,126083.74,Oficina
598,01/10/97,05/05/10,Galicia,6306.02,125956.88,PropiaParticulares
599,01/01/06,05/05/10,Norte,2873.21,124656.01,Agente
600,03/05/01,05/05/10,Andalucía,20499.67,124524.5,PropiaParticulares
601,05/01/10,05/05/10,Andalucía,6885.96,124405.98,PropiaParticulares
602,15/03/04,05/05/10,Andalucía,18096.29,123821.35,Oficina
603,04/07/09,05/05/10,Castilla,35612.61,123667.81,PropiaParticulares
604,16/05/09,05/05/10,Este,5593.4,122447.6,Agente
605,01/10/04,05/05/10,Centro,25694.59,122209.68,Corredor
606,01/06/05,05/05/10,Norte,13995.67,122098.78,PropiaParticulares
607,28/05/09,05/05/10,Este,15828.03,121988.6,Oficina
608,01/04/01,05/05/10,Norte,28885.82,121720.44,Corredor
609,01/11/97,05/05/10,Centro,0,121449.63,Agente
610,29/01/10,05/05/10,Centro,0,121241.6,Agente
611,01/01/05,05/05/10,Este,11800.5,121171.7,Agente
612,15/09/09,05/05/10,Este,17123.61,120384.38,Oficina
613,01/11/01,05/05/10,Norte,13968.6,118903.79,Oficina
614,01/04/05,05/05/10,Canarias,23317.19,117577.49,PropiaParticulares
615,23/04/09,05/05/10,Norte,12514.53,116441.49,Oficina
616,01/11/04,05/05/10,Norte,2418.82,115972.03,PropiaParticulares
617,01/06/07,05/05/10,Castilla,32456.64,115964.18,PropiaParticulares
618,10/09/09,05/05/10,Este,40568.49,114615.69,PropiaParticulares
619,20/10/09,05/05/10,Este,1779.02,114439.03,Agente
620,07/04/10,05/05/10,Norte,65619.95,114087.28,Corredor
621,11/03/93,05/05/10,Andalucía,36014.4,113808.06,Oficina
622,21/04/10,05/05/10,Andalucía,46963.95,113200.77,PropiaParticulares
623,27/02/10,05/05/10,Andalucía,9366.28,112675.01,Corredor
624,01/10/02,05/05/10,Norte,15173.31,112496.65,Corredor
625,05/10/05,05/05/10,SSCC,27475.37,112060.2,Corredor
626,01/06/98,05/05/10,Este,17281.45,111987.48,Agente
627,07/04/08,05/05/10,Centro,50869.53,110899.13,PropiaParticulares
628,23/06/09,05/05/10,Norte,3125.8,110737.17,Corredor
629,01/04/08,05/05/10,Centro,31983.03,108499.95,PropiaParticulares
630,09/04/10,05/05/10,Norte,4779.27,107945.13,Corredor
631,01/11/04,05/05/10,Andalucía,6118.5,107214.02,PropiaParticulares
632,07/04/10,05/05/10,Norte,37386.47,106880.26,Corredor
633,01/11/99,05/05/10,Este,14695.59,105783.67,Agente
634,01/02/04,05/05/10,Andalucía,11280.77,105206.21,Agente
635,24/12/09,05/05/10,Este,3040.77,104556.34,Agente
636,01/12/04,05/05/10,Centro,7574.34,104539.61,Corredor
637,15/01/10,05/05/10,Norte,27500.22,104512.79,Oficina
638,01/10/99,05/05/10,Andalucía,5603.56,103866.72,Corredor
639,13/04/10,05/05/10,SSCC,73724.42,103813.39,Corredor
640,18/02/10,05/05/10,Galicia,17927.09,103316.97,PropiaParticulares
641,03/03/10,05/05/10,Centro,55854.56,102722.66,PropiaParticulares
642,01/05/96,05/05/10,Andalucía,809.93,101756.01,Agente
643,01/06/07,05/05/10,Norte,16497.97,101688.92,PropiaParticulares
644,01/11/05,05/05/10,Norte,22298.13,101320.38,Corredor
645,01/01/04,05/05/10,Norte,12553.04,100170.11,Oficina
646,06/03/10,05/05/10,Andalucía,5970.95,100169.27,Corredor
647,16/05/09,05/05/10,Este,8681.87,99975.35,Corredor
648,15/01/10,05/05/10,Andalucía,14980.65,99720.12,PropiaParticulares
649,01/03/94,05/05/10,Norte,2817.19,99361.07,Agente
650,20/04/10,05/05/10,Andalucía,33536.57,99225.03,PropiaParticulares
651,01/01/03,05/05/10,Este,5084.96,98915.25,Corredor
652,20/01/10,05/05/10,Centro,53645.97,97929.43,PropiaParticulares
653,01/03/05,05/05/10,Andalucía,17130.77,97407.19,PropiaParticulares
654,01/04/03,05/05/10,Este,9491.8,97338.84,Oficina
655,01/03/06,05/05/10,Este,22082.22,96381.98,PropiaParticulares
656,01/06/98,05/05/10,Este,3510.14,95816.31,Oficina
657,07/04/10,05/05/10,Norte,7400.19,95401.72,Corredor
658,03/05/07,05/05/10,Centro,5291.92,94358.67,Agente
659,15/01/10,05/05/10,Centro,1126.93,94296.54,Agente
660,01/12/02,05/05/10,Centro,22294.85,94167.04,Agente
661,15/03/04,05/05/10,Andalucía,0,94111.66,Agente
662,01/10/98,05/05/10,Centro,287.14,93588.35,Corredor
663,09/04/10,05/05/10,Centro,30433.52,93479.37,PropiaParticulares
664,01/01/07,05/05/10,Este,22913.71,93442.7,Corredor
665,01/12/07,05/05/10,Este,40623.24,93017.7,PropiaParticulares
666,26/02/96,05/05/10,Canarias,14867.42,92293.77,Oficina
667,27/10/09,05/05/10,Norte,4391.16,91988.46,Oficina
668,30/11/98,05/05/10,Andalucía,69202.38,91632.73,Corredor
669,30/03/10,05/05/10,Centro,23374.66,91559.78,Agente
670,15/01/10,05/05/10,Este,32005.61,91312.89,PropiaEmpresas
671,16/05/09,05/05/10,Canarias,10523.46,91151.31,Agente
672,31/07/09,05/05/10,Este,5344.2,90978.47,Agente
673,01/11/99,05/05/10,Centro,31.83,90939.18,Agente
674,01/06/07,05/05/10,Centro,9159.93,89922.52,Agente
675,01/08/06,05/05/10,Canarias,31787.78,89851.9,PropiaParticulares
676,01/06/98,05/05/10,Este,1309.34,89676.13,Agente
677,28/04/92,05/05/10,Castilla,1438,89602.43,Corredor
678,01/07/06,05/05/10,Galicia,18527.65,89278.43,PropiaParticulares
679,04/02/10,05/05/10,Andalucía,135.45,89163.23,Agente
680,24/12/09,05/05/10,Norte,29060.41,89129.2,PropiaParticulares
681,01/04/99,05/05/10,Este,0,88854.6,Agente
682,14/11/09,05/05/10,Este,44418.51,88384.91,PropiaParticulares
683,22/05/08,05/05/10,Galicia,43820.27,88208.92,PropiaParticulares
684,01/03/01,05/05/10,Norte,12248.82,87320.03,Corredor
685,01/04/05,05/05/10,Centro,1166.97,84862.41,Agente
686,06/10/09,05/05/10,Este,9603.78,84846.95,Agente
687,20/02/10,05/05/10,Andalucía,25692.44,84321,PropiaParticulares
688,01/07/00,05/05/10,Norte,22711.82,83974.41,Agente
689,01/12/04,05/05/10,Andalucía,4045.67,83102.56,Agente
690,01/07/00,05/05/10,Andalucía,6609.81,82759.1,Agente
691,01/02/08,05/05/10,Este,6399.32,82629.35,Agente
692,01/01/10,05/05/10,Norte,1193.06,82323.88,PropiaParticulares
693,23/02/99,05/05/10,Andalucía,1904.31,81010.65,Agente
694,15/01/10,05/05/10,Este,62439.87,80954.32,PropiaParticulares
695,01/06/98,05/05/10,Este,7098.41,80003.52,Agente
696,01/03/05,05/05/10,Norte,439.59,79821.79,Agente
697,01/05/99,05/05/10,Norte,12689.51,79588.29,Oficina
698,15/01/10,05/05/10,Andalucía,48389.83,78892.37,PropiaParticulares
699,01/01/80,05/05/10,Este,1902.99,78810.43,Corredor
700,15/01/10,05/05/10,Este,11569.59,78122.71,Corredor
701,16/01/10,05/05/10,Este,30424.87,77795.35,PropiaParticulares
702,01/04/03,05/05/10,Este,2572.58,77783.62,Corredor
703,01/06/07,05/05/10,Centro,1431.98,77033.97,Agente
704,16/01/10,05/05/10,Andalucía,23405.03,76557.26,PropiaParticulares
705,01/01/99,05/05/10,Centro,5439.5,75708.22,Corredor
706,12/11/09,05/05/10,Este,48528.17,75126.59,PropiaEmpresas
707,21/04/10,05/05/10,Norte,26924.41,75026.23,PropiaEmpresas
708,01/04/03,05/05/10,Este,15136.11,74858.84,Agente
709,16/01/10,05/05/10,Andalucía,10562.53,74829.68,PropiaParticulares
710,01/11/02,05/05/10,Norte,2202.49,74804.4,Agente
711,10/09/09,05/05/10,Castilla,32817.67,74208.53,PropiaParticulares
712,31/07/09,05/05/10,Centro,16471.15,73570.4,Agente
713,14/04/10,05/05/10,Norte,47698.2,73096.65,PropiaParticulares
714,01/06/98,05/05/10,Este,8051.42,72960.14,Agente
715,01/10/00,05/05/10,Andalucía,529.22,72759.85,Agente
716,12/09/09,05/05/10,Andalucía,4514.68,72600.12,Oficina
717,10/09/09,05/05/10,Centro,3428.92,71996.72,Agente
718,07/04/10,05/05/10,Norte,17692.52,71749.03,Corredor
719,01/04/03,05/05/10,Norte,30872.71,71667.95,Oficina
720,02/06/09,05/05/10,Centro,10852.66,71583.65,Agente
721,01/06/07,05/05/10,Galicia,28691.85,71277.97,PropiaParticulares
722,14/05/09,05/05/10,Centro,277.75,71071.04,Agente
723,16/05/09,05/05/10,Andalucía,4661.89,69906.48,Agente
724,29/01/10,05/05/10,SSCC,12248.89,69778.74,Agente
725,03/05/01,05/05/10,Este,4269.52,69757.32,Corredor
726,09/03/10,05/05/10,Este,3114.07,69712.95,Corredor
727,01/02/01,05/05/10,Este,1922.88,69612.6,Corredor
728,16/05/09,05/05/10,Este,5809.95,69536.94,Agente
729,01/07/00,05/05/10,Centro,2026.23,69396.83,Agente
730,15/09/01,05/05/10,Centro,6870.38,69233.84,Agente
731,01/04/99,05/05/10,Este,673,69109.22,Agente
732,15/01/10,05/05/10,Este,7541.18,68870.96,Corredor
733,01/03/01,05/05/10,Este,2384.77,68833.48,Agente
734,01/03/93,05/05/10,Andalucía,459.24,68766.75,Agente
735,01/12/07,05/05/10,Este,14589.02,68538.23,PropiaParticulares
736,01/01/97,05/05/10,Galicia,6603.78,68016.9,Agente
737,05/08/09,05/05/10,Norte,57470.85,68006.66,PropiaParticulares
738,01/07/08,05/05/10,Galicia,42314.91,67989.63,PropiaParticulares
739,01/06/07,05/05/10,Galicia,6801.14,67294.49,Corredor
740,01/04/02,05/05/10,Centro,3666.57,67232.3,Agente
741,16/01/10,05/05/10,Centro,40256.15,67154.25,PropiaParticulares
742,07/04/10,05/05/10,Norte,28342.82,67057.28,Corredor
743,03/07/09,05/05/10,Castilla,8517.37,66670.16,Agente
744,21/12/98,05/05/10,Centro,0,66634.24,PropiaParticulares
745,01/12/01,05/05/10,Norte,10694.46,66571.52,Agente
746,05/05/03,05/05/10,Este,1206.54,66538.56,Agente
747,01/09/99,05/05/10,Andalucía,28153.26,66153.34,Corredor
748,01/06/06,05/05/10,Canarias,12476.89,65159.99,PropiaParticulares
749,01/02/00,05/05/10,Este,458.23,65157.14,Agente
750,01/03/08,05/05/10,Norte,12376.22,64896.81,Oficina
751,29/05/09,05/05/10,Canarias,1121.54,64375.57,Oficina
752,01/07/00,05/05/10,Este,510.66,63292.25,Corredor
753,29/01/10,05/05/10,Andalucía,37940.76,62555.06,PropiaParticulares
754,17/02/98,05/05/10,Canarias,0,62343.26,Agente
755,01/10/07,05/05/10,Este,2023.85,62171.65,Corredor
756,15/09/09,05/05/10,Centro,6221.86,61728.99,Agente
757,15/01/10,05/05/10,Centro,51625.69,61592.12,Oficina
758,01/12/05,05/05/10,Este,1279.3,61187.24,Agente
759,01/03/00,05/05/10,Centro,8728,61159.07,PropiaParticulares
760,16/01/10,05/05/10,Galicia,7675.14,61056.06,Corredor
761,01/03/06,05/05/10,Centro,6344.7,60866.8,Corredor
762,01/01/06,05/05/10,Norte,9678.2,60247.78,Corredor
763,01/07/07,05/05/10,Andalucía,7961.15,60127.36,Agente
764,16/05/09,05/05/10,Este,301.98,60099.84,Agente
765,01/03/05,05/05/10,Este,405.97,59800.22,Corredor
766,03/05/01,05/05/10,Norte,6479.33,59774.29,Corredor
767,09/04/10,05/05/10,Andalucía,563,59289.99,Oficina
768,07/04/10,05/05/10,Norte,3860.7,59277.71,Corredor
769,01/08/00,05/05/10,Norte,7778.76,58969.23,Corredor
770,07/08/09,05/05/10,Norte,44475.53,58940.32,PropiaParticulares
771,01/08/00,05/05/10,Este,2012.58,58688.63,Corredor
772,15/05/09,05/05/10,Este,11286.13,58033.34,Corredor
773,09/02/10,05/05/10,Este,7509.03,57979.62,Corredor
774,01/01/96,05/05/10,Centro,8650.28,57932.73,Agente
775,01/10/99,05/05/10,Andalucía,469.96,57895.4,PropiaParticulares
776,05/03/02,05/05/10,Este,5671.02,57493,Oficina
777,15/01/10,05/05/10,Canarias,5206.2,57362.3,Agente
778,01/10/04,05/05/10,Este,233.93,57188.34,Agente
779,01/11/02,05/05/10,Galicia,4963.75,57148.71,Oficina
780,15/09/03,05/05/10,Centro,2178.71,56847.02,Agente
781,27/10/09,05/05/10,Andalucía,49478.65,56635.55,PropiaEmpresas
782,01/12/07,05/05/10,Este,23687.44,56527.93,PropiaParticulares
783,01/03/01,05/05/10,Norte,0,56301.46,Corredor
784,01/08/07,05/05/10,Andalucía,34966.91,56193.93,Corredor
785,01/07/98,05/05/10,Este,4434.97,56108.34,Agente
786,01/12/04,05/05/10,Centro,2392.03,56046.41,Agente
787,03/05/00,05/05/10,Este,2698.41,54983.25,Agente
788,28/01/10,05/05/10,Este,34587.68,54916.02,PropiaEmpresas
789,09/04/10,05/05/10,Andalucía,23627.67,54830.95,PropiaEmpresas
790,01/07/01,05/05/10,Este,2701.81,54294.33,Corredor
791,19/06/02,05/05/10,Norte,4555.32,54261.14,Oficina
792,01/05/08,05/05/10,Norte,25948.71,54191.5,Corredor
793,12/09/09,05/05/10,Andalucía,5416.35,54150.81,Oficina
794,01/03/06,05/05/10,Centro,2341.3,54125.86,Corredor
795,21/04/10,05/05/10,Norte,15873.25,53517.9,Oficina
796,15/01/10,05/05/10,Este,6043.26,53510.48,Corredor
797,01/04/99,05/05/10,Este,3426.98,53308.46,Agente
798,07/04/10,05/05/10,Norte,43811.16,53035.15,Corredor
799,22/09/98,05/05/10,Andalucía,635.9,52990.45,Agente
800,01/03/07,05/05/10,Norte,26337.99,52963.09,Corredor
801,16/01/10,05/05/10,SSCC,1891.67,52475.54,Corredor
802,01/07/07,05/05/10,Canarias,0,52218.08,Agente
803,07/04/10,05/05/10,Norte,16967.98,51771.78,Corredor
804,01/02/97,05/05/10,Andalucía,106.77,51130.1,Agente
805,07/04/10,05/05/10,Norte,1738.17,50714.63,Corredor
806,01/06/04,05/05/10,Andalucía,0,50689.15,Agente
807,01/12/96,05/05/10,Norte,580.88,50533.86,Corredor
808,10/03/10,05/05/10,Andalucía,2895.01,50518.06,PropiaParticulares
809,21/06/96,05/05/10,SSCC,1201.7,50501.26,Corredor
810,01/05/96,05/05/10,Andalucía,0,50407.43,Agente
811,03/01/94,05/05/10,Galicia,5006.24,50401.2,Oficina
812,01/01/05,05/05/10,Este,16321.66,50025.43,Agente
